wavelet_mean,sample_entropy,shannon_entropy,rms
7.446964324769105e-06,0.7125998378285399,0.4534139242511377,9.662224602738502e-06
1.04577166110142e-05,0.4757255187039214,0.36690235377738,1.430051159628073e-05
1.256274505215594e-05,0.4041794213081392,0.3476655661137522,1.747189499486964e-05
1.383035756116098e-05,0.4354088340870245,0.393803882748199,1.74585040758017e-05
1.348845974203705e-05,0.459438985415827,0.3839409755970379,1.663973197564859e-05
1.036274302141482e-05,0.585328526214752,0.4007287210684571,1.219265307538404e-05
1.330481913373332e-05,0.4708695575353531,0.3697054219890585,1.65518001125696e-05
1.339479645501421e-05,0.4306256273873612,0.3818220234756387,1.772252438341925e-05
1.537449207875677e-05,0.3870047302317831,0.3836193053031994,1.955982842780101e-05
1.418539591808752e-05,0.4356247487732505,0.381075694423034,1.740888739446822e-05
1.495479527403026e-05,0.4190803784826949,0.3732741192561584,1.763632322988071e-05
1.419885746248748e-05,0.4245785714841532,0.3579311495879596,1.73955714056477e-05
